,age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,salary
5614,35,21.266090711242406,0.0,0.0,50,3,11,1,3,1,3,1,39,1
5615,44,26.271863987036415,0.0,0.0,40,3,14,2,5,1,3,0,39,0
5616,28,21.77851464575397,0.0,0.0,25,3,10,1,8,1,3,0,39,0
5617,26,23.52394529773655,0.0,0.0,40,3,8,1,4,1,0,0,31,0
5618,23,23.24632282168487,0.0,0.0,45,3,10,1,4,1,3,1,39,0
5619,32,17.51174036677151,0.0,0.0,25,3,10,0,8,0,3,1,21,0
5620,49,20.81070498364936,0.0,0.0,50,3,14,0,14,0,3,1,39,1
5621,36,20.485211657565255,2.3485867993763057,0.0,60,3,14,1,3,1,3,1,39,0
5622,36,29.419526186601505,0.0,0.0,36,3,10,2,8,1,3,0,39,0
5623,41,21.899863089056176,0.0,0.0,40,0,4,0,0,0,2,1,39,0
5624,21,21.559993122773594,0.0,0.0,46,3,7,0,1,2,2,0,39,1
5625,54,18.001457299008262,0.0,0.0,40,4,8,0,4,0,3,1,39,1
5626,43,21.099761967291666,0.0,0.0,40,3,14,2,8,1,1,0,39,0
5627,35,21.543735149183636,0.0,0.0,40,2,14,2,1,1,3,0,39,0
5628,31,18.629908192255606,0.0,0.0,50,3,14,0,5,0,3,1,39,1
5629,46,21.129320984890615,0.0,0.0,40,3,14,0,3,1,0,1,19,0
5630,46,19.578052596995224,0.0,0.0,40,3,10,2,12,1,3,0,39,0
5631,56,20.445633342119987,0.0,0.0,40,3,10,0,8,0,3,1,39,0
5632,45,20.86598861329121,0.0,0.0,1,0,11,0,0,2,3,0,39,0
5633,21,22.359718203744002,0.0,0.0,40,3,10,1,1,1,3,1,39,0
5634,51,19.56654900629231,0.0,0.0,50,3,11,0,4,0,3,1,39,1
5635,47,19.887078499757635,0.0,0.0,20,2,14,2,10,1,3,1,39,0
5636,42,22.043400703578587,0.0,0.0,40,3,4,2,3,1,3,1,33,0
5637,19,15.865688848312946,0.0,0.0,30,3,14,1,12,1,3,0,39,0
5638,25,20.88091507804233,0.0,0.0,40,3,8,1,3,1,3,1,39,0
5639,37,18.861743612944345,0.0,0.0,60,3,11,0,13,0,3,1,39,1
5640,35,20.504233609489127,0.0,0.0,40,3,2,0,8,0,1,1,39,0
5641,40,18.421557960179104,0.0,0.0,30,3,10,0,14,0,3,1,39,0
5642,57,19.30497786116702,0.0,0.0,15,4,1,0,12,0,3,1,39,0
5643,38,22.512608054197855,0.0,0.0,50,3,10,0,13,0,3,1,39,1
5644,48,22.690573317227404,0.0,0.0,38,3,0,2,12,1,3,0,39,0
5645,34,22.359516928943673,0.0,0.0,34,3,14,2,8,1,3,0,39,0
5646,46,13.284130661575977,0.0,0.0,40,1,14,2,14,1,3,1,39,0
5647,30,20.12967094864726,0.0,0.0,38,3,10,1,1,1,3,1,0,0
5648,45,16.121175062008483,0.0,0.0,50,2,11,2,11,1,3,1,39,0
5649,32,20.44694950270965,0.0,0.0,50,4,8,0,10,0,3,1,39,1
5650,35,21.140892975212207,0.0,0.0,48,3,10,1,7,1,3,1,39,0
5651,62,18.698581619165463,2.7368121251099207,0.0,39,3,14,1,3,1,3,0,39,1
5652,56,20.82741104318506,0.0,0.0,40,0,10,0,0,0,3,1,39,0
5653,50,17.629035209321568,0.0,0.0,40,3,7,0,8,0,3,1,39,0
5654,25,20.86670405478132,0.0,0.0,40,3,8,1,13,1,3,1,39,0
5655,41,19.36371169040864,0.0,0.0,33,3,14,1,12,1,1,1,39,0
5656,35,22.48710414369915,0.0,0.0,27,3,10,1,8,1,3,0,39,0
5657,33,22.59796870800402,0.0,0.0,41,3,14,0,3,0,3,1,39,1
5658,38,20.303221779135228,0.0,2.3139646691309244,40,3,7,0,4,2,3,0,39,1
5659,37,19.723115508076308,0.0,0.0,40,2,8,1,10,1,3,1,39,0
5660,56,20.95634826419804,0.0,0.0,40,3,10,0,7,0,3,1,39,1
5661,19,17.491360951916555,0.0,2.2702496239805665,32,3,5,1,3,1,3,1,39,0
5662,31,17.17225724278542,0.0,0.0,40,3,6,0,4,2,3,0,39,0
5663,53,21.86892623467374,0.0,0.0,40,2,10,2,3,1,2,1,0,1
5664,33,20.95023369611294,0.0,0.0,35,3,10,2,6,1,3,1,33,0
5665,72,23.08660991043068,0.0,0.0,40,3,3,2,8,1,1,1,39,0
5666,54,14.42262177565248,0.0,0.0,50,3,10,0,14,0,3,1,39,1
5667,30,20.879075053416354,0.0,0.0,40,3,8,1,7,1,3,0,39,0
5668,51,23.521698015485534,0.0,0.0,40,3,9,1,10,1,3,1,39,1
5669,30,21.661009163646302,0.0,2.306571306821375,50,3,10,0,3,0,3,1,39,1
5670,30,24.855064486042355,0.0,0.0,50,3,8,1,10,1,3,1,39,0
5671,32,21.567248632396385,0.0,0.0,16,3,14,0,11,0,1,1,39,0
5672,30,21.501180616398592,0.0,0.0,50,3,14,1,12,1,3,1,39,1
5673,35,18.3048804880671,0.0,0.0,40,3,11,0,1,0,3,1,39,0
5674,40,21.36290594326205,0.0,0.0,44,3,14,2,1,1,3,0,39,1
5675,38,24.368522524229547,0.0,0.0,40,2,8,2,10,1,3,0,39,0
5676,19,18.974397927370106,0.0,0.0,30,3,0,1,8,1,3,0,39,0
5677,32,22.35061066990217,0.0,0.0,44,3,14,1,10,1,3,1,39,0
5678,49,20.56178933132397,0.0,0.0,40,3,11,2,1,1,3,0,39,0
5679,76,20.410382776375478,0.0,0.0,10,0,8,0,0,0,3,1,39,0
5680,60,20.235495397414507,0.0,0.0,35,3,8,0,10,0,3,1,39,0
5681,60,16.900255230130657,0.0,0.0,40,3,6,0,12,0,3,1,39,0
5682,55,20.020655479300835,0.0,0.0,80,3,9,0,4,0,3,1,39,1
5683,41,20.103013874188655,0.0,0.0,30,3,8,2,13,1,3,0,0,0
5684,24,19.751305928405138,0.0,0.0,40,3,10,1,3,1,3,1,39,0
5685,53,18.051221279200497,2.6868589810723695,0.0,60,3,11,0,12,0,3,1,39,1
5686,69,19.97467067250142,0.0,2.1045778830490995,38,2,14,2,1,1,3,0,39,0
5687,71,22.36655831520261,2.470805654583645,0.0,30,0,14,0,0,0,3,1,39,0
5688,41,16.733734089361803,0.0,0.0,40,3,10,0,1,2,3,0,39,1
5689,32,19.038445625741563,0.0,0.0,40,3,10,1,8,1,3,0,39,0
5690,45,20.213101086663855,0.0,0.0,40,3,1,0,3,0,3,1,39,0
5691,59,24.834067277750016,0.0,0.0,40,3,8,2,4,1,3,1,39,0
5692,31,16.77519532828721,0.0,0.0,35,3,10,1,8,1,3,0,39,0
5693,40,24.185695378143944,0.0,0.0,37,3,10,2,1,1,3,0,39,0
5694,44,20.67210520071498,0.0,0.0,40,3,7,0,13,0,3,1,39,1
5695,63,24.138001480364174,0.0,0.0,60,3,14,2,12,1,3,0,39,0
5696,31,24.847050095747246,2.9113021834918844,0.0,56,2,14,0,11,0,3,1,39,1
5697,51,23.41937134803727,0.0,0.0,20,3,8,1,1,1,3,1,39,0
5698,51,22.156382515666724,0.0,0.0,40,3,1,0,7,0,0,1,30,0
5699,23,19.65439451852202,0.0,0.0,40,3,10,1,12,1,3,1,39,0
5700,49,20.251949017768577,0.0,0.0,48,3,5,0,7,0,3,1,39,0
5701,56,23.13535830292593,2.423598340142615,0.0,45,3,10,0,3,0,3,1,39,0
5702,39,23.511875404398968,0.0,0.0,40,3,10,0,3,0,3,1,39,1
5703,39,18.201909871054447,2.9113021834918844,0.0,50,4,13,0,10,0,3,1,39,1
5704,30,20.844877505165844,0.0,0.0,40,4,10,2,8,1,3,0,39,0
5705,43,22.13755685178523,0.0,0.0,50,4,8,0,4,0,3,1,11,0
5706,31,26.035331308337256,0.0,0.0,50,3,14,1,3,1,3,1,39,0
5707,44,20.07785669413715,0.0,0.0,35,2,11,0,10,0,3,1,39,0
5708,43,19.528627116212213,0.0,0.0,30,4,13,0,10,0,3,1,39,1
5709,37,18.972677672028045,0.0,0.0,72,1,9,0,10,0,3,1,0,1
5710,41,12.870987029712621,0.0,0.0,46,3,14,0,1,0,3,1,39,1
5711,43,21.020943704512675,0.0,0.0,40,3,10,0,1,0,3,1,39,1
5712,47,15.332970316688588,0.0,0.0,40,2,14,0,3,0,3,1,39,1
5713,38,20.139961443254656,0.0,2.417850311325856,45,4,13,1,10,1,3,1,39,1
5714,46,12.912757935425843,0.0,0.0,40,3,7,0,7,0,3,1,39,0
5715,19,20.163271039403373,0.0,0.0,40,2,14,1,8,1,3,0,39,0
5716,19,22.892734314123068,0.0,0.0,50,3,4,1,8,1,3,1,13,0
5717,24,23.73147527599293,0.0,0.0,45,3,8,0,12,0,3,1,39,1
5718,39,20.100397738927136,0.0,0.0,65,3,14,0,5,0,3,1,39,0
5719,37,20.317604158190946,0.0,0.0,30,3,7,2,7,1,3,0,39,0
5720,28,15.37977644344343,0.0,0.0,40,0,8,1,0,1,1,0,11,0
5721,40,16.637674438253928,0.0,0.0,40,3,10,2,3,1,3,1,39,0
5722,27,24.597436519863063,0.0,0.0,40,3,7,1,12,1,3,0,39,0
5723,22,24.31200525415586,0.0,0.0,40,3,10,1,1,1,3,0,39,0
5724,21,23.142158942105855,0.0,0.0,12,3,14,1,6,1,3,1,39,0
5725,32,24.71745405540865,0.0,0.0,40,3,10,0,4,2,3,0,39,0
5726,20,20.061527990218323,0.0,0.0,40,3,10,2,7,1,3,1,39,0
5727,45,27.157147823157015,2.8963580786118297,0.0,48,3,11,2,14,1,3,1,39,1
5728,46,18.173778899705496,0.0,0.0,40,2,13,0,11,0,3,1,39,1
5729,46,18.217849544663494,0.0,0.0,45,3,7,2,4,1,3,0,39,0
5730,26,13.590030451012854,0.0,0.0,44,3,14,1,11,1,3,1,39,0
5731,47,18.55389458696649,0.0,0.0,60,4,8,0,4,1,3,1,39,0
5732,22,18.525766406696,0.0,0.0,10,3,14,1,10,1,3,0,39,0
5733,34,24.390141026428385,0.0,0.0,60,4,10,0,4,0,3,1,39,0
5734,49,21.159864835129806,0.0,0.0,40,3,3,0,3,0,3,1,32,0
5735,20,22.548739890453238,0.0,0.0,25,3,14,1,6,1,3,1,39,0
5736,28,20.88805086966752,0.0,0.0,45,3,10,0,7,0,3,1,39,0
5737,30,20.444463208173943,0.0,0.0,40,3,1,0,7,0,1,1,39,0
5738,23,20.580858039894665,0.0,0.0,40,3,10,0,3,0,3,1,39,0
5739,20,23.95927871202154,0.0,0.0,40,3,6,1,9,1,3,1,26,0
5740,31,22.8752315330369,0.0,0.0,55,3,14,0,8,0,3,1,26,0
5741,46,22.50511074127776,0.0,0.0,40,3,3,1,7,1,3,1,33,0
5742,42,21.040912570680273,0.0,0.0,40,3,10,2,1,1,3,0,39,0
5743,60,23.05770553784137,0.0,0.0,40,4,5,0,3,0,3,1,39,0
5744,30,16.416441032626665,0.0,0.0,50,3,8,1,10,1,3,1,39,0
5745,27,14.97549557423663,0.0,0.0,48,3,14,0,14,0,3,1,39,0
5746,20,21.232556897971932,0.0,0.0,32,3,6,1,12,1,3,0,39,0
5747,56,20.383160308630607,2.7024461054414277,0.0,40,4,8,0,10,0,3,1,39,1
5748,41,21.204503290295097,0.0,0.0,60,3,14,0,4,0,3,1,39,1
5749,61,20.5066402488568,0.0,0.0,40,3,10,0,7,0,3,1,39,0
5750,47,20.486345746686688,0.0,0.0,40,3,10,2,4,1,1,0,39,1
5751,60,14.137891072517986,2.354998182420008,0.0,37,3,6,0,7,0,3,1,39,0
5752,33,23.255114122277153,0.0,0.0,50,3,6,0,7,0,3,1,39,0
5753,40,20.04003587414743,0.0,0.0,25,0,14,0,0,2,3,0,39,0
5754,48,24.414897950574154,0.0,0.0,45,3,8,0,10,0,3,1,2,1
5755,56,20.66768899130794,0.0,0.0,40,3,10,0,6,0,3,1,39,1
5756,50,16.227581094653054,2.4432941369815784,0.0,55,3,7,0,14,0,3,1,39,1
5757,57,17.873588841391104,0.0,0.0,40,4,11,0,10,0,3,1,39,1
5758,20,20.17895867400363,0.0,0.0,40,3,14,1,1,1,2,0,39,0
5759,46,23.751725938109683,0.0,0.0,36,3,7,2,13,1,3,0,39,0
5760,21,18.51856668470097,0.0,0.0,40,3,14,1,10,1,3,0,39,0
5761,37,20.32683812185722,0.0,0.0,40,3,10,0,4,0,3,1,39,0
5762,42,25.355113748082182,0.0,0.0,40,3,14,0,13,0,3,1,39,0
5763,20,20.890519248351797,0.0,0.0,30,3,10,1,8,1,3,0,39,0
5764,54,17.23705714177094,0.0,2.323929576704881,50,3,9,0,10,0,3,1,39,1
5765,32,21.590511582390093,2.5176471042739137,0.0,22,2,10,0,14,2,3,0,39,0
5766,62,17.6583934057492,0.0,0.0,1,0,14,0,0,2,3,0,39,0
5767,50,18.743655892020854,0.0,0.0,40,3,14,0,3,0,3,1,39,1
5768,49,25.461571064178095,0.0,0.0,40,1,14,1,1,1,1,0,39,0
5769,48,26.56918108871339,0.0,0.0,50,3,7,0,14,0,3,1,39,0
5770,24,22.32780422642401,0.0,0.0,40,3,14,1,12,1,1,0,39,0
5771,46,19.25131179187825,0.0,0.0,40,3,11,0,13,0,0,1,30,1
5772,42,22.856243930649327,0.0,0.0,40,3,10,2,8,1,3,0,39,0
5773,52,21.30567325681295,0.0,0.0,40,3,14,0,3,0,3,1,39,0
5774,58,17.422610607783035,0.0,0.0,40,2,7,2,1,1,1,0,39,0
5775,37,20.099227842087824,0.0,0.0,40,3,14,2,13,1,2,0,39,0
5776,34,21.037127425003977,0.0,0.0,40,3,10,0,3,0,3,1,39,0
5777,26,18.443752744761618,0.0,2.333437561665346,40,3,14,0,1,0,3,1,39,0
5778,18,18.613221561021692,0.0,0.0,20,3,14,1,1,1,3,0,39,0
5779,33,21.700602028827273,0.0,0.0,40,3,14,1,10,1,1,1,39,0
5780,41,24.185695378143944,0.0,0.0,15,3,14,2,12,1,3,0,39,0
5781,21,20.492623447983075,0.0,0.0,20,3,7,1,1,1,3,0,39,0
5782,23,19.105475068115535,0.0,0.0,40,3,7,1,13,1,3,0,39,0
5783,26,20.27853347257148,0.0,0.0,40,1,14,1,13,1,3,0,39,0
5784,33,19.98253964851412,0.0,0.0,40,3,8,0,8,2,3,0,39,0
5785,24,20.437350323010985,0.0,0.0,45,3,14,1,4,1,3,0,39,0
5786,43,24.51664169906594,0.0,0.0,42,3,0,0,3,0,0,1,3,0
5787,52,25.86529436870067,0.0,0.0,40,2,10,2,1,1,3,0,9,0
5788,27,23.576963056700706,0.0,0.0,40,0,14,2,0,1,1,0,39,0
5789,61,22.32589491577542,0.0,0.0,40,3,5,2,8,1,3,0,39,0
5790,35,20.03556129211027,0.0,0.0,40,3,10,0,7,0,3,1,39,0
5791,35,21.469495999469153,0.0,0.0,40,3,10,0,3,0,3,1,39,1
5792,45,20.33139089538743,2.9113021834918844,0.0,55,3,10,0,4,0,3,1,39,1
5793,43,21.990814120670116,0.0,0.0,40,2,10,0,4,0,3,1,39,1
5794,51,20.094700263776637,0.0,0.0,40,3,10,0,11,0,3,1,39,1
5795,35,24.300201404822747,0.0,0.0,40,3,8,0,14,0,3,1,39,0
5796,47,13.66265547966329,0.0,0.0,45,1,8,0,1,0,3,1,11,1
5797,22,21.326503335386267,0.0,0.0,40,3,14,1,1,1,3,1,39,0
5798,49,24.309604094199816,0.0,0.0,60,3,7,0,4,0,3,1,39,1
5799,20,19.018888566361372,0.0,0.0,20,3,10,1,3,1,3,1,39,0
5800,19,25.386603456439666,0.0,0.0,40,3,0,2,8,1,3,0,39,0
5801,27,19.067794905901238,0.0,0.0,40,3,10,1,3,1,3,1,39,0
5802,42,21.21231294876528,0.0,0.0,45,3,7,2,10,1,3,0,39,0
5803,27,21.765360927214136,0.0,0.0,40,0,14,2,0,1,3,1,39,0
5804,23,22.059580965675302,0.0,0.0,35,4,14,1,5,1,3,1,39,0
5805,20,18.11388377700768,0.0,0.0,10,3,14,1,13,1,3,0,39,0
5806,47,17.904724610846756,0.0,0.0,50,3,10,0,14,0,3,1,39,0
5807,17,21.69181417294344,0.0,0.0,18,3,2,1,8,1,1,1,39,0
5808,76,21.446951724248706,0.0,0.0,1,0,0,0,0,0,3,1,39,0
5809,39,15.147441451022289,0.0,0.0,40,3,14,2,12,1,3,0,39,0
5810,25,22.927101345810886,0.0,0.0,40,3,6,0,7,0,3,1,26,0
5811,31,19.154541058330945,0.0,0.0,43,3,7,0,4,2,1,0,39,0
5812,44,21.54523512030896,0.0,0.0,20,3,10,2,14,1,1,1,14,0
5813,53,22.721453895154674,0.0,0.0,40,3,7,0,4,0,3,1,39,1
5814,34,22.706050711272646,0.0,0.0,45,3,14,2,3,1,3,1,39,0
5815,45,16.13142837154904,0.0,0.0,60,4,14,0,4,0,3,1,39,0
5816,34,20.567595968630766,0.0,0.0,45,3,10,0,12,0,3,1,39,0
5817,35,22.159553756992537,0.0,0.0,40,3,11,0,12,0,3,1,39,1
5818,36,20.49808268107723,0.0,0.0,48,3,14,1,8,1,3,1,39,0
5819,45,20.280901470933156,0.0,0.0,45,3,14,2,8,1,3,0,39,0
5820,37,23.053646159697845,0.0,0.0,60,4,14,0,4,0,3,1,39,0
5821,53,19.907770234355493,0.0,0.0,40,3,7,0,7,0,3,1,39,1
5822,35,17.754139071578088,2.9113021834918844,0.0,50,3,11,0,10,2,3,0,39,1
5823,38,25.38105496120388,0.0,0.0,70,4,10,0,7,0,3,1,0,0
5824,65,24.117408213191162,0.0,0.0,40,3,14,0,12,0,3,1,39,0
5825,49,15.62548200969554,0.0,0.0,70,4,0,2,5,1,3,1,39,0
5826,24,21.667844237177743,0.0,0.0,40,3,10,1,6,1,3,1,39,0
5827,54,18.45151794188433,0.0,0.0,40,3,14,0,3,0,3,1,39,0
5828,17,12.822406611729207,0.0,0.0,12,3,0,1,12,1,3,0,39,0
5829,19,20.326897654972715,0.0,0.0,16,3,2,1,8,1,3,1,39,0
5830,60,20.687539686819157,0.0,0.0,40,3,10,2,7,1,3,0,39,0
5831,46,20.942508100603963,0.0,0.0,35,3,8,0,4,0,3,1,39,1
5832,78,20.175610989541184,0.0,0.0,15,0,11,2,0,1,3,0,39,0
5833,26,18.935228661527365,0.0,0.0,40,3,14,1,4,1,1,0,39,0
5834,58,21.392231717151954,0.0,0.0,38,3,3,0,8,0,3,1,5,0
5835,37,18.670373462957066,0.0,0.0,55,4,10,2,4,1,3,1,39,0
5836,41,17.500183670577805,0.0,0.0,38,3,11,0,10,0,3,1,39,1
5837,30,19.118474665045277,0.0,0.0,40,3,8,2,4,1,3,1,39,0
5838,19,25.01125639533158,0.0,0.0,30,3,14,1,1,1,3,0,39,0
5839,48,17.61866796466452,0.0,0.0,60,3,8,0,4,0,3,1,12,1
5840,22,21.249617229633593,0.0,0.0,24,3,14,1,14,1,3,0,39,0
5841,50,21.04606352914494,0.0,0.0,60,3,11,2,10,1,3,1,0,0
5842,25,21.040724703831877,0.0,0.0,40,3,3,1,9,1,3,0,13,0
5843,18,15.018779518339237,0.0,0.0,6,3,0,1,8,1,3,1,39,0
5844,21,20.79087151184947,0.0,0.0,40,3,10,1,6,1,3,1,39,0
5845,47,21.177153957265453,0.0,0.0,50,3,14,0,14,0,3,1,39,0
5846,33,18.2527702956156,0.0,0.0,36,3,10,1,8,1,2,0,39,0
5847,39,20.890766038101724,2.3485867993763057,0.0,40,3,10,2,3,1,3,1,39,0
5848,67,20.421928220128862,0.0,0.0,8,4,8,0,4,0,3,1,39,1
5849,19,20.2194854539829,0.0,2.2702496239805665,24,3,14,1,8,1,3,1,39,0
5850,18,18.221115114657827,0.0,0.0,11,3,0,1,8,1,3,1,39,0
5851,36,23.15896328121772,0.0,0.0,40,3,10,1,1,1,1,1,39,0
5852,23,21.778272619499898,0.0,0.0,25,3,14,1,7,1,3,1,39,0
5853,25,25.06685137527243,0.0,0.0,20,0,14,2,0,1,3,0,39,0
5854,40,13.926722611555178,0.0,0.0,40,3,14,0,3,0,3,1,0,0
5855,73,13.083957848304877,0.0,0.0,40,4,10,0,5,0,3,1,39,0
5856,35,13.898500652374809,2.577044792151545,0.0,40,3,14,0,3,0,3,1,39,0
5857,31,25.46864108043291,0.0,0.0,40,3,7,0,3,0,3,1,39,1
5858,20,26.35885385704787,0.0,0.0,40,3,0,1,7,1,3,1,39,0
5859,20,21.309833827318815,0.0,0.0,40,3,10,1,1,1,3,0,39,0
5860,27,17.843125703121327,0.0,0.0,40,3,10,0,6,0,3,1,26,0
5861,66,20.749578392220972,0.0,0.0,30,3,0,0,12,0,3,1,39,0
5862,66,21.579573682982947,0.0,0.0,50,3,11,0,12,0,3,1,39,0
5863,64,22.494070358700704,0.0,0.0,35,3,11,1,10,1,3,0,39,0
5864,48,24.290683130726446,2.462125484014554,0.0,53,3,14,2,14,1,3,1,39,0
5865,24,20.886020658107622,0.0,0.0,40,3,8,1,10,1,3,0,39,0
5866,51,12.689923477594547,0.0,0.0,60,4,10,0,5,0,3,1,39,0
5867,25,20.50345054410151,0.0,0.0,60,3,8,0,3,0,3,1,39,1
5868,33,20.214069721146444,0.0,0.0,20,3,1,2,12,1,3,0,39,0
5869,50,17.143302995998866,0.0,0.0,50,3,10,0,7,0,3,1,39,0
5870,51,23.79366881317508,0.0,0.0,50,3,5,2,3,1,1,1,6,0
5871,34,20.8859383397454,0.0,0.0,38,2,8,0,10,0,3,1,39,1
5872,41,18.289371806444162,0.0,0.0,40,2,5,1,8,1,1,0,39,0
5873,30,14.628738838327793,0.0,0.0,40,4,14,0,7,0,3,1,39,0
5874,59,18.14903055308032,2.425644915080076,0.0,40,3,14,2,3,1,3,1,39,0
5875,41,18.632961904964507,2.4432941369815784,0.0,40,4,14,0,7,0,3,1,39,1
5876,36,20.139961443254656,2.7982765804562932,0.0,45,4,11,1,12,1,3,1,39,1
5877,37,23.84255098353516,0.0,0.0,85,3,3,0,5,0,3,1,26,0
5878,28,15.991020275285312,0.0,0.0,30,3,10,1,8,1,2,1,39,0
5879,19,25.37921994736157,0.0,0.0,40,3,10,1,3,1,3,1,39,0
5880,28,20.050030706359696,0.0,0.0,45,3,14,0,14,0,3,1,39,0
5881,62,21.77824841643069,0.0,0.0,40,3,0,0,7,0,1,1,39,0
5882,36,22.61095570339197,2.9113021834918844,0.0,45,3,11,0,12,0,3,1,39,1
5883,58,21.94253443925069,0.0,0.0,40,4,0,1,3,1,3,1,12,0
5884,42,20.71166803122394,2.18836359015452,0.0,50,3,10,2,12,1,3,1,39,0
5885,43,19.099055017860966,0.0,0.0,40,3,10,0,3,0,3,1,39,0
5886,29,13.68094928712147,0.0,0.0,40,3,10,0,3,0,3,1,39,0
5887,32,23.485190392757943,0.0,0.0,50,2,10,1,4,1,3,1,39,0
5888,64,14.9864260302923,0.0,0.0,40,2,6,1,1,1,3,1,39,0
5889,39,19.55040981370765,0.0,0.0,20,3,8,0,10,2,3,0,39,1
5890,26,22.740653300193586,0.0,0.0,20,3,8,1,12,1,1,0,39,0
5891,19,18.659993233395163,0.0,0.0,30,3,10,1,8,1,3,1,39,0
5892,21,20.948275903131808,0.0,0.0,45,3,10,1,1,1,3,0,39,0
5893,32,21.43310150508495,0.0,0.0,40,3,14,1,1,1,3,0,39,0
5894,30,24.25533633585405,2.577044792151545,0.0,45,2,7,0,11,0,3,1,39,0
5895,26,21.20542097934359,0.0,0.0,50,3,8,1,1,1,3,0,39,0
5896,20,19.977994959997055,0.0,0.0,15,3,14,1,1,1,0,0,39,0
5897,19,23.599116644419293,0.0,0.0,30,3,14,1,14,1,3,1,39,0
5898,33,20.966581581513115,0.0,0.0,42,1,8,0,1,0,3,1,39,1
5899,23,21.149777527375672,0.0,0.0,40,3,14,0,3,1,3,1,8,0
5900,29,13.994256670852069,0.0,0.0,45,3,10,0,3,0,3,1,39,0
5901,42,16.618915173237532,0.0,0.0,40,3,10,0,4,2,3,0,39,0
5902,30,22.21765854227484,0.0,0.0,50,4,10,0,12,0,3,1,39,0
5903,63,16.199838079316184,0.0,0.0,20,3,10,0,14,2,0,0,39,0
5904,34,17.940549741604425,0.0,0.0,40,3,10,0,6,0,3,1,39,0
5905,60,17.226161136036005,0.0,0.0,24,4,14,0,3,0,3,1,39,0
5906,48,20.772877902860177,0.0,0.0,50,3,10,0,8,0,3,1,39,0
5907,25,22.535492064230358,0.0,0.0,50,3,8,1,4,1,3,1,39,0
5908,27,21.15342329842327,0.0,0.0,40,3,7,0,1,2,1,0,39,0
5909,55,18.80207524413916,3.1176785339089483,0.0,55,4,10,2,3,1,3,1,39,1
5910,32,21.84368851537957,0.0,0.0,40,3,14,1,7,1,1,0,39,0
5911,22,18.50295814773653,0.0,0.0,25,3,14,1,1,1,3,1,12,0
5912,25,16.611502728414276,0.0,0.0,50,3,10,1,4,1,3,1,39,0
5913,18,17.72323438254791,0.0,0.0,16,3,1,1,8,1,3,0,39,0
5914,24,19.868011669966208,0.0,0.0,44,2,14,0,1,2,3,0,39,0
5915,29,23.080105723305376,0.0,0.0,40,3,8,1,4,1,3,0,39,0
5916,73,23.042333868504212,0.0,0.0,3,0,1,0,0,0,3,1,39,0
5917,39,20.77232007847877,0.0,0.0,40,3,10,0,3,0,3,1,39,1
5918,33,21.2041099585123,0.0,0.0,40,3,11,0,3,0,3,1,39,0
5919,57,24.59100016912507,0.0,0.0,40,3,10,2,7,1,3,0,39,1
5920,22,20.81001149182094,0.0,0.0,40,3,0,2,8,1,3,0,39,0
5921,33,21.39246154742701,0.0,0.0,20,0,10,2,0,1,3,0,39,0
5922,33,18.875922097381025,0.0,0.0,60,3,10,0,14,0,3,1,39,0
5923,42,18.212761677953477,0.0,0.0,40,3,10,0,3,0,3,1,39,0
5924,43,17.98643872866204,0.0,0.0,45,3,8,2,10,1,3,1,39,0
5925,57,25.715214535456983,0.0,0.0,38,4,14,0,13,0,3,1,39,1
5926,42,22.57325328365748,2.555611139846897,0.0,40,3,11,2,10,1,3,1,39,0
5927,22,21.607011244448724,0.0,2.2881005073677634,30,3,14,1,14,1,3,1,39,0
5928,21,19.15927056183159,0.0,0.0,35,0,14,1,0,1,3,0,39,0
5929,42,18.632961904964507,0.0,0.0,50,4,8,0,12,0,3,1,39,1
5930,39,12.674112290915316,0.0,0.0,55,3,14,0,12,0,3,1,39,0
5931,41,15.880254205075405,0.0,0.0,32,3,14,0,10,2,3,0,39,1
5932,20,23.885559200108684,0.0,0.0,40,2,10,1,6,1,1,1,39,0
5933,47,21.438457061855573,0.0,0.0,40,3,14,0,3,0,3,1,39,0
5934,44,21.321991461882664,0.0,0.0,40,3,14,2,1,1,3,0,39,0
5935,29,25.57714486166184,0.0,0.0,40,3,8,1,1,1,1,0,39,0
5936,52,21.621593730810687,2.8904772622638935,0.0,16,3,14,2,1,1,3,0,39,1
5937,71,20.10495223324907,0.0,0.0,35,3,14,2,12,1,3,1,39,1
5938,52,18.802752217687186,0.0,0.0,55,3,10,1,3,1,3,1,39,0
5939,36,18.103443008535546,0.0,0.0,40,3,10,0,12,0,3,1,39,0
5940,53,19.757273169380017,0.0,0.0,48,3,14,2,3,1,3,1,39,1
5941,37,20.038202900921355,0.0,0.0,30,3,10,0,8,2,3,0,39,1
5942,26,21.50311697212608,0.0,0.0,40,3,0,1,6,1,3,1,39,0
5943,34,21.264374884156926,0.0,0.0,55,3,8,0,10,0,3,1,39,1
5944,35,24.792191260403662,0.0,0.0,50,3,8,1,10,1,3,1,39,1
5945,20,18.469916135930713,0.0,0.0,40,3,6,1,12,1,3,0,39,0
5946,34,21.411129658277428,0.0,2.2911895908858755,40,2,14,0,3,0,3,1,39,0
5947,56,22.553862521159097,0.0,0.0,60,4,8,0,4,0,3,1,39,0
5948,39,23.92110707160425,0.0,0.0,36,3,8,0,10,2,3,0,39,1
